no,name,attributes,ability_name,ability_desc,strong_against,weak_to,resists,resisted_by,skills,image
265,立方人,机械,盲拧,回合开始时，技能顺序打乱，4号位的技能能耗-4。,"冰,地,萌","火,水,武","普通,毒,冰,翼,虫,萌,草,机械,龙,幻","火,水,电,机械",械斗;杠杆置换;防御;先发制人;啮合传递;齿轮扭矩;力量增效;钢铁洪流;轴承支撑;主场优势;联动装置;见招拆招;应激反应;休息回复;贪婪;升龙咆哮;球状闪电;化劲;引燃;勾魂;徒长;霜降;假寐;透射;金属噪音;飞吻;超维投射;泥浆铠甲;毒孢子;蓄水;羽化加速;复写;晒太阳;有效预防;甜心续航;电弧;电磁偏转;示弱;精神扰乱;超级糖果;过载回路;防反;鞭打;麻痹,images/sprites/立方人.png
266,可立鸡,火,指挥家,应对成功后，永久获得双攻+20%。,"草,冰,虫,机械","水,地","草,冰,萌,虫,机械","水,地,龙",火焰冲锋;力量增效;双响炮;焚烧烙印;缠丝劲;热身运动;先发制人;提气;火焰切割;回旋踢;热身;拍击;恶能量;升龙咆哮;球状闪电;贯手;火焰箭;幻象;花香;冷风;噬心;虹光冲击;离子震荡;魅惑;星云漩涡;扬沙;溃烂触碰;泡沫;风矢;倾泻;复写;快速移动;怒火;晒太阳;暴风眼;爆冲;羽刃;落石;防御,images/sprites/可立鸡.png
267,晕晕鸡,火,指挥家,应对成功后，永久获得双攻+20%。,"草,冰,虫,机械","水,地","草,冰,萌,虫,机械","水,地,龙",火焰冲锋;力量增效;双响炮;焚烧烙印;缠丝劲;热身运动;先发制人;提气;火焰切割;回旋踢;热身;拍击;恶能量;升龙咆哮;球状闪电;贯手;火焰箭;幻象;花香;冷风;噬心;虹光冲击;离子震荡;魅惑;星云漩涡;扬沙;溃烂触碰;泡沫;风矢;倾泻;复写;快速移动;怒火;晒太阳;暴风眼;爆冲;羽刃;落石;防御,images/sprites/晕晕鸡.png
268,绅士鸡,"火,武",指挥家,应对成功后，永久获得双攻+20%。,"冰,机械,普通,草,恶","水,翼,幻","草,冰,虫,机械,恶","水,龙,毒,翼,萌,幽,幻",火焰冲锋;力量增效;双响炮;焚烧烙印;缠丝劲;热身运动;先发制人;提气;火焰切割;回旋踢;热身;高温回火;闪燃;截拳;流火;炎打;一拳;拍击;恶能量;升龙咆哮;球状闪电;贯手;火焰箭;幻象;花香;冷风;噬心;虹光冲击;离子震荡;魅惑;星云漩涡;扬沙;溃烂触碰;泡沫;鹰爪;倾泻;复写;山火;快速移动;怒火;技巧打击;无影脚;晒太阳;暴风眼;泥巴喷射;爆冲;羽刃;翼击;落石;防御;风矢,images/sprites/绅士鸡.png
269,武者鸡,"火,武",斗技,应对成功后，获得全技能威力永久+20。,"冰,机械,普通,草,恶","水,翼,幻","草,冰,虫,机械,恶","水,龙,毒,翼,萌,幽,幻",火焰冲锋;力量增效;双响炮;焚烧烙印;缠丝劲;热身运动;先发制人;提气;火焰切割;回旋踢;热身;反击拳;闪燃;截拳;猛烈撞击;恶能量;升龙咆哮;球状闪电;贯手;火焰箭;灵媒;花香;冰爪;噬心;透射;械斗;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;倾泻;啄击;复写;快速移动;怒火;散手;晒太阳;暴风眼;爆冲;羽刃;落石;防御;高温回火,images/sprites/武者鸡.png
270,优优,"地,光",哨兵,回合开始时若敌方技能足够击败自己，自己获得速度+50，行动后脱离。,"火,电,毒,幽,恶,","草,水,武,冰,机械,幽","普通,火,电,毒,翼,幻,恶","草,武",泥浆;石肤术;闪光;泥巴喷射;防御;热砂;钧势;硬化;放晴;漫反射;天光;蓄势待发;流沙;休息回复;贪婪;升龙咆哮;麻痹;贯手;引燃;勾魂;荆棘爪;霜降;假寐;虹光冲击;啮合传递;甜心续航;超维投射;跺地;毒孢子;蓄水;羽化加速;主场优势;反弹;取念;棘刺;沙涌;精神扰乱;赤子之心;退化;遁地;锐利眼神;音爆;飞吻;魔法增效,images/sprites/优优.png
271,绒光优优,"地,光",哨兵,回合开始时若敌方技能足够击败自己，自己获得速度+50，行动后脱离。,"火,电,毒,幽,恶,","草,水,武,冰,机械,幽","普通,火,电,毒,翼,幻,恶","草,武",泥浆;石肤术;闪光;泥巴喷射;防御;热砂;钧势;硬化;放晴;漫反射;天光;蓄势待发;流沙;休息回复;贪婪;升龙咆哮;麻痹;贯手;引燃;勾魂;荆棘爪;霜降;假寐;虹光冲击;啮合传递;甜心续航;超维投射;跺地;毒孢子;蓄水;羽化加速;主场优势;反弹;取念;棘刺;沙涌;精神扰乱;赤子之心;退化;遁地;锐利眼神;音爆;飞吻;魔法增效,images/sprites/绒光优优.png
272,噼啪鸟,"电,翼",连续负荷,自己技能的迸发效果延长1回合。,"水,虫,武,翼","地,冰","翼,机械,草,武,虫","地,龙,虫,机械",魔法增效;电弧;交叉闪电;过载回路;扇风;增程电池;回旋风暴;暴风眼;天旋地转;羽化加速;引雷;翼击;羽刃;强制重启;龙卷风;拍击;恶能量;升龙咆哮;触电;缠丝劲;火焰冲锋;幻象;花香;霜降;噬心;虹光冲击;离子震荡;魅惑;星云漩涡;扬沙;溃烂触碰;泡沫;风矢;倾泻;力量增效;取念;啮合传递;晒太阳;杠杆置换;疾风刺;精神扰乱;绵里藏针;超导加速;轴承支撑;闪击;防御;阻断;麻痹;龙之利爪,images/sprites/噼啪鸟.png
273,深蓝鲸,水,倾轧,携带的技能受能耗变化效果的影响翻倍。,"火,地,机械","草,电","火,机械","草,冰,龙",甩水;防御;魔法增效;气泡;激流;音爆;落雨;水泡盾;水炮;水波术;潮汐;天洪;水环;星星撞击;等价交换;升龙咆哮;集中;贯手;火焰护盾;虚化;蜡质膜;冰爪;掩护;虹光冲击;离子震荡;魅惑;念力膨胀;淤泥表皮;溃烂触碰;水弹枪;羽翼庇护;借用;冰墙;冷风;叠势;寒风吹;有效预防;涌泉;突袭;蓄水;速冻;防反;防御反击;雪替身;魔能爆,images/sprites/深蓝鲸.png
274,格兰种子,草,生长,回合结束时，回复12%生命。,"光,地,水","虫,火,冰,毒,翼","水,地,光,电","火,毒,虫,翼,龙,机械",晒太阳;藤绞;棘突;根吸收;倾泻;孢子;叶绿光束;花炮;光能聚集;盛开;阻断;抽枝;拍击;黑手;升龙咆哮;磁干扰;贯手;火爪;灵媒;荆棘爪;冷风;尾后针;虹光冲击;离子震荡;魅惑;针状物;扬沙;毒沼;肥皂泡;风矢;借用;埋伏;摇篮曲;毒孢子;漫反射;瘴气喷射;突袭;脉冲光线;腐蚀酸液;跺地;追打;防御;魔法增效;鸩毒,images/sprites/格兰种子.png
275,格兰花,草,生长,回合结束时，回复12%生命。,"光,地,水","虫,火,冰,毒,翼","水,地,光,电","火,毒,虫,翼,龙,机械",晒太阳;藤绞;棘突;根吸收;倾泻;孢子;叶绿光束;花炮;光能聚集;盛开;阻断;抽枝;拍击;黑手;升龙咆哮;磁干扰;贯手;火爪;灵媒;荆棘爪;冷风;尾后针;虹光冲击;离子震荡;魅惑;针状物;扬沙;毒沼;肥皂泡;风矢;借用;埋伏;摇篮曲;毒孢子;漫反射;瘴气喷射;突袭;脉冲光线;腐蚀酸液;跺地;追打;防御;魔法增效;鸩毒,images/sprites/格兰花.png
276,格兰球,草,生长,回合结束时，回复12%生命。,"光,地,水","虫,火,冰,毒,翼","水,地,光,电","火,毒,虫,翼,龙,机械",晒太阳;藤绞;棘突;根吸收;倾泻;孢子;叶绿光束;花炮;光能聚集;盛开;阻断;抽枝;拍击;黑手;升龙咆哮;磁干扰;贯手;火爪;灵媒;荆棘爪;冷风;尾后针;虹光冲击;离子震荡;魅惑;针状物;扬沙;毒沼;肥皂泡;风矢;借用;埋伏;摇篮曲;毒孢子;漫反射;瘴气喷射;突袭;脉冲光线;腐蚀酸液;跺地;追打;防御;魔法增效;鸩毒,images/sprites/格兰球.png
277,地鼠,地,警惕,回合结束时，若自己能量为0则脱离。,"火,冰,电,毒","草,水,武,冰,机械","普通,火,电,毒,翼","草,武",抓挠;晒太阳;震击;石肤术;先发制人;防御;石锁;岩脉崩毁;泥浆铠甲;魔能爆;地刺;蓄势待发;裂石;抛石;猛烈撞击;恶能量;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;灵媒;花香;冰爪;噬心;透射;械斗;碰爪;星云漩涡;跺地;溃烂触碰;泡沫;风矢;三连破;传感器;偷袭;取念;杠杆置换;毒囊;毒孢子;毒沼;沙涌;热身运动;精神扰乱;连续毒针;连续爪击;飞断,images/sprites/地鼠_枯水期的样子.png
277,地鼠,地,警惕,回合结束时，若自己能量为0则脱离。,"火,冰,电,毒","草,水,武,冰,机械","普通,火,电,毒,翼","草,武",抓挠;晒太阳;震击;石肤术;先发制人;防御;石锁;岩脉崩毁;泥浆铠甲;魔能爆;地刺;蓄势待发;裂石;抛石;猛烈撞击;恶能量;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;灵媒;花香;冰爪;噬心;透射;械斗;碰爪;星云漩涡;跺地;溃烂触碰;水弹枪;风矢;三连破;取念;毒囊;毒孢子;毒沼;沙涌;泡沫;洗礼;潮涌;精神扰乱;聒噪;连续毒针;连续爪击;飞断,images/sprites/地鼠_枯水期的样子.png
278,遁鼠,地,警惕,回合结束时，若自己能量为0则脱离。,"火,冰,电,毒","草,水,武,冰,机械","普通,火,电,毒,翼","草,武",抓挠;晒太阳;震击;石肤术;先发制人;防御;石锁;岩脉崩毁;泥浆铠甲;魔能爆;地刺;蓄势待发;裂石;抛石;猛烈撞击;恶能量;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;灵媒;花香;冰爪;噬心;透射;械斗;碰爪;星云漩涡;跺地;溃烂触碰;泡沫;风矢;三连破;传感器;偷袭;取念;杠杆置换;毒囊;毒孢子;毒沼;沙涌;热身运动;精神扰乱;连续毒针;连续爪击;飞断,images/sprites/遁鼠_枯水期的样子.png
278,遁鼠,地,警惕,回合结束时，若自己能量为0则脱离。,"火,冰,电,毒","草,水,武,冰,机械","普通,火,电,毒,翼","草,武",抓挠;晒太阳;震击;石肤术;先发制人;防御;石锁;岩脉崩毁;泥浆铠甲;魔能爆;地刺;蓄势待发;裂石;抛石;猛烈撞击;恶能量;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;灵媒;花香;冰爪;噬心;透射;械斗;碰爪;星云漩涡;跺地;溃烂触碰;水弹枪;风矢;三连破;取念;毒囊;毒孢子;毒沼;沙涌;泡沫;洗礼;潮涌;精神扰乱;聒噪;连续毒针;连续爪击;飞断,images/sprites/遁鼠_枯水期的样子.png
279,遁地鼠,地,警惕,回合结束时，若自己能量为0则脱离。,"火,冰,电,毒","草,水,武,冰,机械","普通,火,电,毒,翼","草,武",抓挠;晒太阳;震击;石肤术;先发制人;防御;石锁;岩脉崩毁;泥浆铠甲;魔能爆;地刺;蓄势待发;裂石;抛石;猛烈撞击;恶能量;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;灵媒;花香;冰爪;噬心;透射;械斗;碰爪;星云漩涡;跺地;溃烂触碰;泡沫;风矢;三连破;传感器;偷袭;取念;杠杆置换;毒囊;毒孢子;毒沼;沙涌;热身运动;精神扰乱;连续毒针;连续爪击;飞断,images/sprites/遁地鼠_枯水期的样子.png
279,遁地鼠,地,警惕,回合结束时，若自己能量为0则脱离。,"火,冰,电,毒","草,水,武,冰,机械","普通,火,电,毒,翼","草,武",抓挠;晒太阳;震击;石肤术;先发制人;防御;石锁;岩脉崩毁;泥浆铠甲;魔能爆;地刺;蓄势待发;裂石;抛石;猛烈撞击;恶能量;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;灵媒;花香;冰爪;噬心;透射;械斗;碰爪;星云漩涡;跺地;溃烂触碰;水弹枪;风矢;三连破;取念;毒囊;毒孢子;毒沼;沙涌;泡沫;洗礼;潮涌;精神扰乱;聒噪;连续毒针;连续爪击;飞断,images/sprites/遁地鼠_枯水期的样子.png
280,墨鱿士,幽,涂鸦,使用非本系技能时威力+50%。,"光,幻,幽","光,幽,恶","普通,毒,虫,武","普通,恶",诡刺;勾魂;鞭打;甜心续航;诋毁;防御;能量刃;幻象;力量吞噬;超级糖果;虚化;坟场搏击;降灵;休息回复;贪婪;升龙咆哮;麻痹;化劲;引燃;灵媒;荆棘爪;霜降;假寐;虹光冲击;啮合传递;飞吻;念力膨胀;跺地;毒孢子;蓄水;羽化加速;主场优势;倾泻;力量增效;双星;取念;吞噬;嘲弄;气势一击;粒子对撞,images/sprites/墨鱿士.png
281,混乱鱿彩,"幽,恶",涂鸦,使用非本系技能时威力+50%。,,"光,萌","普通,毒",,诡刺;勾魂;鞭打;甜心续航;诋毁;防御;能量刃;幻象;力量吞噬;超级糖果;虚化;坟场搏击;降灵;伪造账单;彼岸之手;恶作剧;休息回复;恶能量;升龙咆哮;麻痹;化劲;引燃;灵媒;荆棘爪;霜降;假寐;虹光冲击;啮合传递;飞吻;念力膨胀;跺地;毒孢子;蓄水;羽化加速;主场优势;二律背反;倾泻;力量增效;双星;取念;吞噬;嘲弄;星链;暗箱操作;欺诈契约;气势一击;粒子对撞;精神扰乱;超新星馈赠,images/sprites/混乱鱿彩.png
282,秩序鱿墨,"幽,萌",绝对秩序,受到非敌方系别的技能攻击时伤害-50%。,,"光,幽,恶,机械","普通,虫,武",,诡刺;勾魂;鞭打;甜心续航;诋毁;防御;能量刃;幻象;力量吞噬;超级糖果;虚化;坟场搏击;降灵;捧杀;砂糖弹球;无畏之心;防反;等价交换;升龙咆哮;集中;反击拳;火焰护盾;灵媒;蜡质膜;雪替身;掩护;虹光冲击;械斗;飞吻;超维投射;淤泥表皮;溃烂触碰;水泡盾;风墙;主场优势;倾泻;偷袭;冥想;力量增效;双星;取念;吓退;吞噬;嗜痛;嘲弄;惊吓盒子;气势一击;粒子对撞;血气,images/sprites/秩序鱿墨.png
283,小甲虫,虫,坚韧铠甲,每受到1次攻击伤害，己方队伍获得1次随机奉献。,"草,幻,恶","翼,火","草,武","火,毒,武,翼,萌,幽,机械",蛰针;防御;飞断;尾后针;虫茧;掩护;网缚;食腐;吓退;虫群过境;虫结阵;翅刃;啃咬;星星撞击;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;噬心;透射;械斗;碰爪;冥想;淤泥表皮;溃烂触碰;水泡盾;风墙;俯冲猛击;借用;倾泻;力量增效;嗜痛;扇风;无畏之心;极限撕裂;气势一击;羽翼庇护;虚假破产;血气;风隐,images/sprites/小甲虫.png
284,铠甲虫,虫,坚韧铠甲,每受到1次攻击伤害，己方队伍获得1次随机奉献。,"草,幻,恶","翼,火","草,武","火,毒,武,翼,萌,幽,机械",蛰针;防御;飞断;尾后针;虫茧;掩护;网缚;食腐;吓退;虫群过境;虫结阵;翅刃;啃咬;星星撞击;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;噬心;透射;械斗;碰爪;冥想;淤泥表皮;溃烂触碰;水泡盾;风墙;俯冲猛击;借用;倾泻;力量增效;嗜痛;扇风;无畏之心;极限撕裂;气势一击;羽翼庇护;虚假破产;血气;风隐,images/sprites/铠甲虫.png
285,圣剑侍从,机械,正位宝剑,仅可以使用1号位技能。,"冰,地,萌","火,水,武","普通,毒,冰,翼,虫,萌,草,机械,龙,幻","火,水,电,机械",魔法增效;防御;械斗;金属噪音;啮合传递;先发制人;休息回复;齿轮扭矩;力量增效;主轴;鼓劲;磁暴;轴承支撑;钢钻;联动装置;齿轮切开;星星撞击;恶能量;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;灵媒;花香;冷风;噬心;透射;离子震荡;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;偷袭;冰晶坠;冰爪;取念;地陷;天光;应激反应;有效预防;漫反射;脉冲光线;许愿星;追打;钧势;闪光冲击;陨石;鸣沙陷阱,images/sprites/圣剑侍从.png
286,圣剑-X,机械,正位宝剑,仅可以使用1号位技能。,"冰,地,萌","火,水,武","普通,毒,冰,翼,虫,萌,草,机械,龙,幻","火,水,电,机械",魔法增效;防御;械斗;金属噪音;啮合传递;先发制人;休息回复;齿轮扭矩;力量增效;主轴;鼓劲;磁暴;轴承支撑;钢钻;联动装置;齿轮切开;星星撞击;恶能量;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;灵媒;花香;冷风;噬心;透射;离子震荡;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;偷袭;冰晶坠;冰爪;取念;地陷;天光;应激反应;有效预防;漫反射;脉冲光线;许愿星;追打;钧势;闪光冲击;陨石;鸣沙陷阱,images/sprites/圣剑-X.png
286,圣剑骑士,机械,宝剑王牌,仅可使用1号和3号位技能。,"冰,地,萌","火,水,武","普通,毒,冰,翼,虫,萌,草,机械,龙,幻","火,水,电,机械",魔法增效;防御;械斗;金属噪音;啮合传递;先发制人;休息回复;齿轮扭矩;力量增效;主轴;鼓劲;磁暴;轴承支撑;钢钻;联动装置;齿轮切开;星星撞击;恶能量;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;灵媒;花香;冷风;噬心;透射;离子震荡;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;偷袭;冰晶坠;冰爪;取念;地陷;天光;应激反应;有效预防;漫反射;脉冲光线;许愿星;追打;钧势;闪光冲击;陨石;鸣沙陷阱,images/sprites/圣剑骑士.png
287,吸泥鸥,"地,翼",无差别过滤,在场时，所有精灵连击数固定为2,"火,冰,毒,虫","水,冰,机械","普通,火,毒,翼,虫","地,龙,机械",力量增效;落石;啄击;乘风;先发制人;石肤术;疾风刺;泥浆铠甲;扇风;鸣沙陷阱;岩土暴击;羽刃;地刺;猛烈撞击;诋毁;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;灵媒;花香;冰爪;噬心;透射;械斗;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;倾泻;地陷;复写;恐吓;摇篮曲;晒太阳;暗突袭;有效预防;欺诈契约;羽化加速;连续爪击;迫害;钧势;防御,images/sprites/吸泥鸥.png
288,泥吼牙,"地,翼",无差别过滤,在场时，所有精灵连击数固定为2,"火,冰,毒,虫","水,冰,机械","普通,火,毒,翼,虫","地,龙,机械",力量增效;落石;啄击;乘风;先发制人;石肤术;疾风刺;泥浆铠甲;扇风;鸣沙陷阱;岩土暴击;羽刃;地刺;猛烈撞击;诋毁;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;灵媒;花香;冰爪;噬心;透射;械斗;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;倾泻;地陷;复写;恐吓;摇篮曲;晒太阳;暗突袭;有效预防;欺诈契约;羽化加速;连续爪击;迫害;钧势;防御,images/sprites/泥吼牙.png
289,大头骨龙,"龙,幽",不朽,力竭4回合后复活。,"光,龙,幽,幻","冰,龙,萌,光,幽,恶","草,火,水,电,翼,普通,毒,虫,武","普通,恶,机械",龙血;诡刺;降灵;坟场搏击;架势;龙吼;龙威;虚化;幻象;先发制人;隼鳞;龙之利爪;吹炎;防反;等价交换;角击;集中;反击拳;火焰护盾;灵媒;蜡质膜;雪替身;掩护;透射;械斗;碰爪;冥想;淤泥表皮;溃烂触碰;水泡盾;羽翼庇护;借用;偷袭;力量增效;吓退;嗜痛;报复;无畏之心;有效预防;电弧;电磁偏转;穿膛;锐利眼神;防御,images/sprites/大头骨龙.png
290,寂灭骨龙,"龙,幽",不朽,力竭4回合后复活。,"光,龙,幽,幻","冰,龙,萌,光,幽,恶","草,火,水,电,翼,普通,毒,虫,武","普通,恶,机械",龙血;诡刺;降灵;坟场搏击;架势;龙吼;龙威;虚化;幻象;先发制人;隼鳞;龙之利爪;吹炎;防反;等价交换;角击;集中;反击拳;火焰护盾;灵媒;蜡质膜;雪替身;掩护;透射;械斗;碰爪;冥想;淤泥表皮;溃烂触碰;水泡盾;羽翼庇护;借用;偷袭;力量增效;吓退;嗜痛;报复;无畏之心;有效预防;电弧;电磁偏转;穿膛;锐利眼神;防御,images/sprites/寂灭骨龙.png
291,厉毒小萝,"毒,恶",侵蚀,敌方每有1层中毒效果，自己获得连击数+1。,"萌,草","地,幻,光","草,毒,幽","光,地,武,恶,机械",力量增效;毒针;魔爪;腐化;撕咬;欺诈契约;连续毒针;毒雾;见招拆招;趁火打劫;感染病;毒囊;跌落;星星撞击;诋毁;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;灵媒;花香;冰爪;噬心;透射;械斗;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;三连破;伺机而动;倾泻;偷袭;力量吞噬;取念;快速移动;热身运动;疾风刺;种皮爆裂;羽刃;连续爪击;防御,images/sprites/厉毒小萝.png
292,厉毒修萝,"毒,恶",侵蚀,敌方每有1层中毒效果，自己获得连击数+1。,"萌,草","地,幻,光","草,毒,幽","光,地,武,恶,机械",力量增效;毒针;魔爪;腐化;撕咬;欺诈契约;连续毒针;毒雾;见招拆招;趁火打劫;感染病;毒囊;跌落;星星撞击;诋毁;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;灵媒;花香;冰爪;噬心;透射;械斗;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;三连破;伺机而动;倾泻;偷袭;力量吞噬;取念;快速移动;热身运动;疾风刺;种皮爆裂;羽刃;连续爪击;防御,images/sprites/厉毒修萝.png
293,小帕尔,恶,付给恶魔的赎价,付给恶魔的赎价,"毒,萌,幽","光,武,虫,萌","幽,恶","光,武,恶",力量增效;蝙蝠;防御;诋毁;伪造账单;先发制人;欺诈契约;极限撕裂;隐藏条款;彼岸之手;恶意逃离;撕裂;暗突袭;恶念交换;星星撞击;恶能量;升龙咆哮;球状闪电;缠丝劲;火焰箭;灵媒;花香;冰爪;噬心;透射;械斗;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;俯冲猛击;吹炎;复写;应激反应;引燃;当头棒喝;有效预防;火云车;连续爪击;锐利眼神;闪燃;隼鳞;龙之利爪;龙吟;龙吼,images/sprites/小帕尔.png
294,帕尔萨斯,恶,付给恶魔的赎价,付给恶魔的赎价,"毒,萌,幽","光,武,虫,萌","幽,恶","光,武,恶",力量增效;蝙蝠;防御;诋毁;伪造账单;先发制人;欺诈契约;极限撕裂;隐藏条款;彼岸之手;恶意逃离;撕裂;暗突袭;恶念交换;星星撞击;恶能量;升龙咆哮;球状闪电;缠丝劲;火焰箭;灵媒;花香;冰爪;噬心;透射;械斗;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;俯冲猛击;吹炎;复写;应激反应;引燃;当头棒喝;有效预防;火云车;连续爪击;锐利眼神;闪燃;隼鳞;龙之利爪;龙吟;龙吼,images/sprites/帕尔萨斯.png
295,龙息帕尔,恶,付给恶魔的赎价,付给恶魔的赎价,"毒,萌,幽","光,武,虫,萌","幽,恶","光,武,恶",力量增效;蝙蝠;防御;诋毁;伪造账单;先发制人;欺诈契约;极限撕裂;隐藏条款;彼岸之手;恶意逃离;撕裂;暗突袭;恶念交换;星星撞击;恶能量;升龙咆哮;球状闪电;缠丝劲;火焰箭;灵媒;花香;冰爪;噬心;透射;械斗;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;俯冲猛击;吹炎;复写;应激反应;引燃;当头棒喝;有效预防;火云车;连续爪击;锐利眼神;闪燃;隼鳞;龙之利爪;龙吟;龙吼,images/sprites/龙息帕尔.png
296,毛头小蛛,"虫,地",扫拖一体,回合结束时驱散敌方1层印记，且驱散后己方队伍获得1次随机奉献。,"冰,电,恶,幻","水,冰,机械","普通,电,毒","武,翼,萌,幽,机械",网缚;贮藏;防御;尾后针;食腐;虫鸣;沙涌;壁垒;石锁;虫群过境;虫结阵;岩土暴击;翅刃;防反;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;噬心;透射;械斗;碰爪;冥想;跺地;溃烂触碰;水泡盾;风墙;三连破;不动如山;倾泻;取念;地刺;地震;幻象;报复;掩护;棘刺;淤泥表皮;热身运动;遁地;飞断,images/sprites/毛头小蛛.png
297,捕尘长绒,"虫,地",扫拖一体,回合结束时驱散敌方1层印记，且驱散后己方队伍获得1次随机奉献。,"冰,电,恶,幻","水,冰,机械","普通,电,毒","武,翼,萌,幽,机械",网缚;贮藏;防御;尾后针;食腐;虫鸣;沙涌;壁垒;石锁;虫群过境;虫结阵;岩土暴击;翅刃;防反;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;噬心;透射;械斗;碰爪;冥想;跺地;溃烂触碰;水泡盾;风墙;三连破;不动如山;倾泻;取念;地刺;地震;幻象;报复;掩护;棘刺;淤泥表皮;热身运动;遁地;飞断,images/sprites/捕尘长绒.png
298,食尘短绒,"虫,地",特殊清洁场景,回合结束时，偷取敌方一层印记,"冰,电,恶,幻","水,冰,机械","普通,电,毒","武,翼,萌,幽,机械",网缚;贮藏;防御;尾后针;食腐;虫鸣;沙涌;壁垒;石锁;虫群过境;虫结阵;岩土暴击;翅刃;防反;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;噬心;透射;械斗;碰爪;冥想;跺地;溃烂触碰;水泡盾;风墙;三连破;不动如山;倾泻;取念;地刺;地震;幻象;报复;掩护;棘刺;淤泥表皮;热身运动;遁地;飞断,images/sprites/食尘短绒.png
299,画精灵,普通,灰色肖像,攻击会使敌方已有的减益层数+3。,,武,幽,"地,幽,机械",扫尾;魔法增效;防御;先发制人;力量增效;飞踢;主场优势;许愿星;应激反应;突袭;热身运动;星星撞击;恶能量;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;鬼火;花香;冷风;噬心;虹光冲击;离子震荡;魅惑;星云漩涡;扬沙;溃烂触碰;泡沫;鹰爪;借用;加固;午夜噪音;吞噬;嘲弄;幻象;快速移动;恐吓;惊吓盒子;湮灭;灵光;灵媒;能量刃;能量炮;魔能爆;鼓劲,images/sprites/画精灵.png
300,画像守护,普通,灰色肖像,攻击会使敌方已有的减益层数+3。,,武,幽,"地,幽,机械",扫尾;魔法增效;防御;先发制人;力量增效;飞踢;主场优势;许愿星;应激反应;突袭;热身运动;星星撞击;恶能量;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;鬼火;花香;冷风;噬心;虹光冲击;离子震荡;魅惑;星云漩涡;扬沙;溃烂触碰;泡沫;鹰爪;借用;加固;午夜噪音;吞噬;嘲弄;幻象;快速移动;恐吓;惊吓盒子;湮灭;灵光;灵媒;能量刃;能量炮;魔能爆;鼓劲,images/sprites/画像守护.png
301,画间法师手,"普通,幻",灰色肖像,攻击会使敌方已有的减益层数+3。,"毒,武",虫,幻,"机械,光,地,幽,幻",扫尾;魔法增效;防御;先发制人;力量增效;飞踢;主场优势;许愿星;应激反应;突袭;星轨裂变;针状物;热身运动;大爆炸;错乱;星星撞击;黑手;升龙咆哮;磁干扰;贯手;火爪;鬼火;荆棘爪;霜降;尾后针;虹光冲击;离子震荡;魅惑;念力膨胀;跺地;毒孢子;肥皂泡;风矢;借用;加固;反击拳;叠势;吞噬;多维击打;心灵洞悉;快速移动;恐吓;打鼾;有效预防;气波;湮灭;灵媒;能量刃;能量炮;超维投射;追打;魔能爆;鼓劲,images/sprites/画间法师手.png
